experiment_name,model_name,vocab_size,max_seq_length,use_punct,embedding_dim,embedding_type,embedding_source,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
bi_gru_punct_10,bi_gru,10000,128,TRUE,50,glove,glove.6B.50d,1.0634373,0.713248,1.0060486,0.7270522,0.953123,0.70426434,0.705810248,0.705810248,0.705810248,0.350598419,0.291703609,0.350598419,0.679754944,0.705810248,0.664498068
cnn_no_punct_1,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8111885,0.7504576,0.9389956,0.7337861,0.954021,0.7103353,0.712184359,0.712184359,0.712184359,0.436799532,0.318804035,0.436799532,0.681712111,0.712184359,0.678464511
cnn_no_punct_2,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8126405,0.75061905,0.9304106,0.7360639,0.9607644,0.7024902,0.704584457,0.704584457,0.704584457,0.40486891,0.306047565,0.40486891,0.671661391,0.704584457,0.670568521
cnn_no_punct_3,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.810183,0.7516715,0.9524332,0.73065877,0.94967633,0.71103513,0.713164991,0.713164991,0.713164991,0.528594753,0.368979195,0.528594753,0.689210502,0.713164991,0.681644383
cnn_no_punct_4,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8114958,0.7511381,0.9180873,0.74045616,0.95548064,0.70294595,0.705319931,0.705319931,0.705319931,0.475262004,0.342301587,0.475262004,0.68146128,0.705319931,0.679341456
cnn_no_punct_5,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81352293,0.7499421,0.91042155,0.7343571,0.9730547,0.70569664,0.707526354,0.707526354,0.707526354,0.394516584,0.322625889,0.394516584,0.672076544,0.707526354,0.680189734
cnn_no_punct_6,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.80924726,0.7511968,0.93058836,0.7340615,0.9823982,0.7017904,0.703603824,0.703603824,0.703603824,0.407921801,0.321160515,0.407921801,0.670576488,0.703603824,0.667632863
cnn_no_punct_7,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81063086,0.75023985,0.9372149,0.73483163,0.98011106,0.7048991,0.707281196,0.707281196,0.707281196,0.479972394,0.333545172,0.479972394,0.676557498,0.707281196,0.673418062
cnn_no_punct_8,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8113766,0.7508467,0.9275039,0.73492503,0.960182,0.71106774,0.712919833,0.712919833,0.712919833,0.441377854,0.323034358,0.441377854,0.681350632,0.712919833,0.680687887
cnn_no_punct_9,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81015587,0.7503776,0.92920184,0.73558784,0.97381186,0.70792645,0.70948762,0.70948762,0.70948762,0.428772841,0.315878864,0.428772841,0.683849604,0.70948762,0.675285778
cnn_no_punct_10,cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8133046,0.7509063,0.94761705,0.73442245,0.9545645,0.7017578,0.703848983,0.703848983,0.703848983,0.382948304,0.299189827,0.382948304,0.669133535,0.703848983,0.667250095
text_cnn_no_punct_1,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8188585,0.74009496,0.7854947,0.74672794,0.8926106,0.7176921,0.719293945,0.719293945,0.719293945,0.41034234,0.324210032,0.41034234,0.690406999,0.719293945,0.69334263
text_cnn_no_punct_2,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81797415,0.74054444,0.7895908,0.746283,0.9064158,0.7096029,0.711448885,0.711448885,0.711448885,0.435263004,0.309779683,0.435263004,0.685131587,0.711448885,0.679900092
text_cnn_no_punct_3,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81954205,0.7407264,0.79711425,0.74671084,0.892196,0.72254235,0.724442265,0.724442265,0.724442265,0.425456385,0.328555006,0.425456385,0.692145819,0.724442265,0.698316779
text_cnn_no_punct_4,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8225349,0.7394159,0.79567164,0.74516743,0.89496666,0.7198242,0.721990684,0.721990684,0.721990684,0.427513922,0.324141134,0.427513922,0.686458625,0.721990684,0.69358771
text_cnn_no_punct_5,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81731284,0.74085325,0.79471123,0.74675596,0.9002336,0.71595055,0.717822996,0.717822996,0.717822996,0.38544827,0.317396052,0.38544827,0.686252751,0.717822996,0.687066344
text_cnn_no_punct_6,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.82245576,0.7394786,0.78959155,0.7437858,0.9075048,0.7121094,0.71341015,0.71341015,0.71341015,0.404524834,0.288263394,0.404524834,0.688115907,0.71341015,0.681902644
text_cnn_no_punct_7,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.816968,0.7407549,0.79913414,0.74447507,0.9104496,0.7196452,0.72125521,0.72125521,0.72125521,0.454386496,0.357428211,0.454386496,0.691124447,0.72125521,0.693426712
text_cnn_no_punct_8,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81721383,0.7403283,0.79136175,0.74763817,0.9106544,0.716683,0.71855847,0.71855847,0.71855847,0.454057159,0.343809843,0.454057159,0.685733348,0.71855847,0.689741638
text_cnn_no_punct_9,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.81887907,0.7405714,0.78762025,0.7474375,0.91297114,0.71695966,0.71855847,0.71855847,0.71855847,0.393400704,0.32031775,0.393400704,0.688462794,0.71855847,0.690056733
text_cnn_no_punct_10,text_cnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8210623,0.73979616,0.7851651,0.749331,0.90098983,0.727181,0.72910027,0.72910027,0.72910027,0.458132545,0.374142434,0.458132545,0.693173644,0.72910027,0.700513467
dcnn_no_punct_1,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8718362,0.7282325,0.8066299,0.741995,0.888862,0.72205406,0.723951949,0.723951949,0.723951949,0.42440873,0.314683354,0.42440873,0.687791408,0.723951949,0.694437952
dcnn_no_punct_2,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.870945,0.7285083,0.80535513,0.73941064,0.90220046,0.71839195,0.720274577,0.720274577,0.720274577,0.419796615,0.310228887,0.419796615,0.688366622,0.720274577,0.687024067
dcnn_no_punct_3,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.87215286,0.7279321,0.8170912,0.73719037,0.8975909,0.7205892,0.722481,0.722481,0.722481,0.49202406,0.347132731,0.49202406,0.705994357,0.722481,0.694066365
dcnn_no_punct_4,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8753641,0.72752476,0.81835765,0.7387463,0.89294994,0.7152507,0.716842363,0.716842363,0.716842363,0.401568927,0.340745317,0.401568927,0.681945231,0.716842363,0.6883676
dcnn_no_punct_5,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8719019,0.7278245,0.8041475,0.7402197,0.9129557,0.71472985,0.716597205,0.716597205,0.716597205,0.45064244,0.339826801,0.45064244,0.693847513,0.716597205,0.682745373
dcnn_no_punct_6,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8754772,0.7273779,0.81774205,0.7386358,0.8999892,0.7190592,0.721500368,0.721500368,0.721500368,0.396140966,0.312772856,0.396140966,0.686794938,0.721500368,0.690831063
dcnn_no_punct_7,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8708758,0.7287379,0.8136525,0.73951954,0.89387953,0.71744794,0.719048786,0.719048786,0.719048786,0.415994759,0.344108516,0.415994759,0.684900421,0.719048786,0.687839137
dcnn_no_punct_8,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8737116,0.72827613,0.8180705,0.7373148,0.8897657,0.7222982,0.724197107,0.724197107,0.724197107,0.417426286,0.329006344,0.417426286,0.689353751,0.724197107,0.691819009
dcnn_no_punct_9,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.87121135,0.72870475,0.8101464,0.7425349,0.897655,0.7179037,0.719784261,0.719784261,0.719784261,0.41652079,0.329110398,0.41652079,0.689482661,0.719784261,0.68642142
dcnn_no_punct_10,dcnn,10000,128,FALSE,50,glove,glove.6B.50d,0.8722096,0.7281637,0.8118172,0.7404266,0.90111786,0.7139974,0.715861731,0.715861731,0.715861731,0.407309266,0.322683337,0.407309266,0.685563711,0.715861731,0.682418147
rcnn_no_punct_1,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0466353,0.7166026,0.9779417,0.73396194,1.0369393,0.71176755,0.713900466,0.713900466,0.713900466,0.328338875,0.250558425,0.328338875,0.66858749,0.713900466,0.675787665
rcnn_no_punct_2,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0448687,0.71546257,0.97761923,0.73247606,0.9737274,0.7176269,0.719784261,0.719784261,0.719784261,0.299269758,0.258389847,0.299269758,0.672696245,0.719784261,0.686399791
rcnn_no_punct_3,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0361394,0.71703434,0.97554964,0.73447067,1.0072949,0.6983398,0.700416769,0.700416769,0.700416769,0.282448404,0.256416148,0.282448404,0.661089061,0.700416769,0.657818284
rcnn_no_punct_4,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0316312,0.7177387,0.98278564,0.7331202,1.0190597,0.7127441,0.714881098,0.714881098,0.714881098,0.324768059,0.26228393,0.324768059,0.668084959,0.714881098,0.67865589
rcnn_no_punct_5,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0736643,0.7148809,0.95673794,0.73363984,1.0267217,0.69746095,0.698700662,0.698700662,0.698700662,0.313218515,0.262376677,0.313218515,0.672993904,0.698700662,0.669291969
rcnn_no_punct_6,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0466677,0.71590585,0.9848764,0.7305156,1.037277,0.69541013,0.697474871,0.697474871,0.697474871,0.296634365,0.248874937,0.296634365,0.65723915,0.697474871,0.6538235
rcnn_no_punct_7,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0335501,0.71646243,0.9724898,0.7340428,1.0207614,0.7125,0.71463594,0.71463594,0.71463594,0.296302953,0.249109663,0.296302953,0.663905508,0.71463594,0.680608506
rcnn_no_punct_8,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0235174,0.7209881,0.9643768,0.7376494,0.996667,0.7144531,0.716597205,0.716597205,0.716597205,0.343504933,0.259942975,0.343504933,0.678746824,0.716597205,0.680228357
rcnn_no_punct_9,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0393288,0.71530735,0.9713032,0.73195636,0.992776,0.7106771,0.711694043,0.711694043,0.711694043,0.302295242,0.253863685,0.302295242,0.665685689,0.711694043,0.672068514
rcnn_no_punct_10,rcnn,10000,128,FALSE,50,glove,glove.6B.50d,1.0296,0.71695584,0.9700825,0.7304269,1.016369,0.7039225,0.706300564,0.706300564,0.706300564,0.308801896,0.231265143,0.308801896,0.661193477,0.706300564,0.664696345
lstm_no_punct_1,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9101856,0.7359057,0.90606505,0.7448282,0.9872314,0.7222982,0.724197107,0.724197107,0.724197107,0.326142547,0.253194983,0.326142547,0.678704389,0.724197107,0.6866305
lstm_no_punct_2,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9001269,0.7386347,0.95708424,0.7413944,0.99707663,0.7083496,0.710468252,0.710468252,0.710468252,0.252337845,0.233361216,0.252337845,0.664861813,0.710468252,0.666929804
lstm_no_punct_3,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9354831,0.73664534,0.93308276,0.7395429,0.9567885,0.7083496,0.710468252,0.710468252,0.710468252,0.293686936,0.243278499,0.293686936,0.664790711,0.710468252,0.669236209
lstm_no_punct_4,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.8912941,0.7406973,0.9210142,0.74261266,0.9923632,0.7173828,0.719539103,0.719539103,0.719539103,0.340827618,0.286330898,0.340827618,0.681886965,0.719539103,0.686323849
lstm_no_punct_5,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9070952,0.7382613,0.90979993,0.74229527,0.98361176,0.7066732,0.708506987,0.708506987,0.708506987,0.317938933,0.262551608,0.317938933,0.675003539,0.708506987,0.665960302
lstm_no_punct_6,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9166868,0.73583597,0.89634144,0.7456653,0.9713405,0.71469724,0.716842363,0.716842363,0.716842363,0.354011716,0.256574034,0.354011716,0.67195546,0.716842363,0.679227923
lstm_no_punct_7,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.8942723,0.73997015,0.906013,0.7446104,0.9652296,0.726416,0.728609953,0.728609953,0.728609953,0.282463463,0.256414509,0.282463463,0.681658081,0.728609953,0.692027184
lstm_no_punct_8,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.90280026,0.7380467,0.8962789,0.7449714,0.9773162,0.7215332,0.723706791,0.723706791,0.723706791,0.354191003,0.272477306,0.354191003,0.685593823,0.723706791,0.687675215
lstm_no_punct_9,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.8970228,0.7392586,0.8859369,0.7459174,0.99408996,0.7173828,0.719539103,0.719539103,0.719539103,0.342022692,0.266460736,0.342022692,0.678219473,0.719539103,0.685513104
lstm_no_punct_10,lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9152253,0.7344211,0.9075275,0.74211633,1.0076797,0.7112467,0.713655308,0.713655308,0.713655308,0.30949789,0.262219697,0.30949789,0.669314926,0.713655308,0.67608127
bi_lstm_no_punct_1,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9325371,0.7330758,0.93067104,0.7396829,0.99716055,0.71054685,0.712674675,0.712674675,0.712674675,0.291349713,0.255953692,0.291349713,0.669115664,0.712674675,0.674328917
bi_lstm_no_punct_2,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.93729204,0.7320889,0.93864125,0.73831993,0.9929012,0.7146647,0.717087521,0.717087521,0.717087521,0.294154477,0.250464872,0.294154477,0.668323025,0.717087521,0.677178735
bi_lstm_no_punct_3,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9202025,0.73567784,0.93955475,0.7384833,1.0017099,0.72128904,0.723461633,0.723461633,0.723461633,0.336139392,0.270031476,0.336139392,0.681141502,0.723461633,0.68889214
bi_lstm_no_punct_4,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9328762,0.7330719,0.914822,0.7383853,0.97416013,0.7218099,0.723706791,0.723706791,0.723706791,0.318484917,0.263633941,0.318484917,0.677177997,0.723706791,0.686448069
bi_lstm_no_punct_5,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.92418516,0.7340231,0.937278,0.7350168,0.99034125,0.71857095,0.721010051,0.721010051,0.721010051,0.2700598,0.245692232,0.2700598,0.672464617,0.721010051,0.680892678
bi_lstm_no_punct_6,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9484087,0.7296589,0.9267516,0.7413119,1.0124013,0.7168945,0.719048786,0.719048786,0.719048786,0.272547035,0.256789976,0.272547035,0.672281299,0.719048786,0.68176856
bi_lstm_no_punct_7,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9512267,0.7275835,0.93277377,0.7384911,1.0360066,0.70294595,0.705319931,0.705319931,0.705319931,0.255188314,0.240117952,0.255188314,0.660662398,0.705319931,0.661861114
bi_lstm_no_punct_8,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9645455,0.7282088,0.9202051,0.73834175,0.9942687,0.7132324,0.715371415,0.715371415,0.715371415,0.316471889,0.248108518,0.316471889,0.672055472,0.715371415,0.675034787
bi_lstm_no_punct_9,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.94709814,0.73025954,0.92684984,0.7392815,1.0469408,0.7137533,0.715616573,0.715616573,0.715616573,0.273321841,0.255158921,0.273321841,0.671559191,0.715616573,0.680367794
bi_lstm_no_punct_10,bi_lstm,10000,128,FALSE,50,glove,glove.6B.50d,0.9301286,0.7333137,0.9040318,0.7437376,1.0192199,0.71319985,0.715616573,0.715616573,0.715616573,0.319956034,0.258889014,0.319956034,0.671021306,0.715616573,0.678224937
gru_no_punct_1,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0604367,0.7112452,1.0110278,0.72658855,1.0183102,0.70029294,0.702378034,0.702378034,0.702378034,0.331832359,0.249760796,0.331832359,0.671479239,0.702378034,0.661873007
gru_no_punct_2,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0648012,0.7110905,1.0033393,0.73167473,0.99943906,0.7034342,0.705810248,0.705810248,0.705810248,0.340212962,0.24989506,0.340212962,0.663902506,0.705810248,0.668755173
gru_no_punct_3,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0609117,0.7113424,0.9980252,0.7321602,0.9813544,0.713444,0.715861731,0.715861731,0.715861731,0.378517954,0.29080812,0.378517954,0.676553238,0.715861731,0.684642556
gru_no_punct_4,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0531691,0.71298784,0.99423176,0.7304814,0.9686585,0.72324216,0.725422898,0.725422898,0.725422898,0.346254761,0.278349844,0.346254761,0.680571127,0.725422898,0.693388507
gru_no_punct_5,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0681057,0.70826596,0.99850976,0.7257048,0.9933808,0.71591794,0.718068154,0.718068154,0.718068154,0.375526513,0.272676362,0.375526513,0.684130689,0.718068154,0.684684622
gru_no_punct_6,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0547708,0.7125268,0.9899192,0.73290545,0.981996,0.71176755,0.713900466,0.713900466,0.713900466,0.34915387,0.25930136,0.34915387,0.679752318,0.713900466,0.678732761
gru_no_punct_7,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0559633,0.7146236,0.9823039,0.7325445,0.986993,0.6980957,0.700171611,0.700171611,0.700171611,0.298734063,0.251519906,0.298734063,0.660958532,0.700171611,0.658659805
gru_no_punct_8,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0491216,0.7129838,0.99865735,0.7283918,0.987267,0.7059082,0.708016671,0.708016671,0.708016671,0.312619259,0.259482001,0.312619259,0.663881613,0.708016671,0.666379397
gru_no_punct_9,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0633997,0.71005887,1.0140088,0.7263474,0.98507184,0.70639646,0.708506987,0.708506987,0.708506987,0.355721228,0.262972335,0.355721228,0.668594633,0.708506987,0.669094627
gru_no_punct_10,gru,10000,128,FALSE,50,glove,glove.6B.50d,1.0700021,0.70974874,1.0092759,0.7240182,0.9795981,0.7169271,0.718803628,0.718803628,0.718803628,0.339102674,0.264009518,0.339102674,0.671199515,0.718803628,0.681297915
bi_gru_no_punct_1,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1279103,0.70222354,1.0574672,0.71846527,0.98937297,0.71469724,0.716842363,0.716842363,0.716842363,0.368336418,0.269148523,0.368336418,0.676482874,0.716842363,0.679258605
bi_gru_no_punct_2,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.120276,0.70012105,1.0472802,0.71392363,1.003925,0.7115234,0.713655308,0.713655308,0.713655308,0.339071786,0.254468332,0.339071786,0.68082193,0.713655308,0.673440397
bi_gru_no_punct_3,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1311473,0.6995105,1.053333,0.71375096,1.0003632,0.69443357,0.696494239,0.696494239,0.696494239,0.361633099,0.259329291,0.361633099,0.670091355,0.696494239,0.650517975
bi_gru_no_punct_4,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1218265,0.70346457,1.0300976,0.7237662,0.9819344,0.7078613,0.709977936,0.709977936,0.709977936,0.340297218,0.265388001,0.340297218,0.671303874,0.709977936,0.672199092
bi_gru_no_punct_5,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1476924,0.6987531,1.079031,0.712153,0.98469913,0.71347654,0.715616573,0.715616573,0.715616573,0.374847262,0.266271915,0.374847262,0.680934875,0.715616573,0.675637242
bi_gru_no_punct_6,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1143445,0.7026877,1.0233351,0.7204926,0.99120754,0.7193359,0.721500368,0.721500368,0.721500368,0.348360877,0.260675627,0.348360877,0.679584204,0.721500368,0.688444987
bi_gru_no_punct_7,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1304476,0.70225793,1.0446888,0.72408825,0.99706304,0.6971191,0.699190978,0.699190978,0.699190978,0.309768648,0.247662921,0.309768648,0.666740595,0.699190978,0.654331131
bi_gru_no_punct_8,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1127079,0.70473784,1.0367175,0.7220049,0.9883952,0.70660806,0.708997303,0.708997303,0.708997303,0.328648622,0.253042409,0.328648622,0.667686891,0.708997303,0.672910064
bi_gru_no_punct_9,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1091781,0.70515615,1.0292866,0.7225868,0.9891029,0.7085937,0.71071341,0.71071341,0.71071341,0.353438977,0.257354232,0.353438977,0.673040548,0.71071341,0.674826162
bi_gru_no_punct_10,bi_gru,10000,128,FALSE,50,glove,glove.6B.50d,1.1155392,0.7044487,1.0295249,0.7283669,1.0108584,0.7061523,0.708261829,0.708261829,0.708261829,0.317994099,0.259220153,0.317994099,0.664496875,0.708261829,0.669533671
